UID,Date,County,State,Lat,Long,temp,humidity,windspeed,New Cases,Cases
84001073,2020-03-01,Jefferson,Alabama,33.555547,-86.895063,12.5,44.47,28.8,0,0
84001073,2020-03-02,Jefferson,Alabama,33.555547,-86.895063,14.4,85.83,19.0,0,0
84001073,2020-03-03,Jefferson,Alabama,33.555547,-86.895063,18.8,82.4,24.0,0,0
84001073,2020-03-04,Jefferson,Alabama,33.555547,-86.895063,13.3,90.78,14.5,0,0
84001073,2020-03-05,Jefferson,Alabama,33.555547,-86.895063,11.1,89.99,19.4,0,0
84001073,2020-03-06,Jefferson,Alabama,33.555547,-86.895063,9.7,53.33,35.1,0,0
84001073,2020-03-07,Jefferson,Alabama,33.555547,-86.895063,7.6,50.41,15.3,0,0
84001073,2020-03-08,Jefferson,Alabama,33.555547,-86.895063,12.2,39.79,19.6,0,0
84001073,2020-03-09,Jefferson,Alabama,33.555547,-86.895063,15.7,54.68,24.6,0,0
84001073,2020-03-10,Jefferson,Alabama,33.555547,-86.895063,16.7,80.46,22.9,0,0
84001073,2020-03-11,Jefferson,Alabama,33.555547,-86.895063,17.9,87.64,16.5,0,0
84001073,2020-03-12,Jefferson,Alabama,33.555547,-86.895063,21.2,70.11,33.9,0,0
84001073,2020-03-13,Jefferson,Alabama,33.555547,-86.895063,18.5,84.94,20.7,2,2
84001073,2020-03-14,Jefferson,Alabama,33.555547,-86.895063,19.2,72.4,19.8,5,7
84001073,2020-03-15,Jefferson,Alabama,33.555547,-86.895063,16.5,85.92,18.4,6,13
84001073,2020-03-16,Jefferson,Alabama,33.555547,-86.895063,16.4,78.57,11.3,6,19
84001073,2020-03-17,Jefferson,Alabama,33.555547,-86.895063,19.9,76.34,11.0,3,22
84001073,2020-03-18,Jefferson,Alabama,33.555547,-86.895063,21.0,73.01,28.6,6,28
84001073,2020-03-19,Jefferson,Alabama,33.555547,-86.895063,22.6,72.1,27.4,11,39
84001073,2020-03-20,Jefferson,Alabama,33.555547,-86.895063,21.3,75.99,29.2,10,49
84001073,2020-03-21,Jefferson,Alabama,33.555547,-86.895063,14.7,83.6,19.4,19,68
84001073,2020-03-22,Jefferson,Alabama,33.555547,-86.895063,12.8,77.96,14.5,10,78
84001073,2020-03-23,Jefferson,Alabama,33.555547,-86.895063,18.4,90.71,22.9,7,85
84001073,2020-03-24,Jefferson,Alabama,33.555547,-86.895063,21.3,77.94,27.4,15,100
84001073,2020-03-25,Jefferson,Alabama,33.555547,-86.895063,18.9,75.95,22.8,41,141
84001073,2020-03-26,Jefferson,Alabama,33.555547,-86.895063,20.3,63.51,19.3,34,175
84001073,2020-03-27,Jefferson,Alabama,33.555547,-86.895063,23.5,65.51,20.5,8,183
84001073,2020-03-28,Jefferson,Alabama,33.555547,-86.895063,24.3,67.67,28.2,34,217
84001073,2020-03-29,Jefferson,Alabama,33.555547,-86.895063,21.5,57.19,25.9,31,248
84001073,2020-03-30,Jefferson,Alabama,33.555547,-86.895063,18.4,47.06,20.2,13,261
84001073,2020-03-31,Jefferson,Alabama,33.555547,-86.895063,13.2,71.57,24.6,25,286
84001073,2020-04-01,Jefferson,Alabama,33.555547,-86.895063,11.7,62.92,20.9,24,310
84001073,2020-04-02,Jefferson,Alabama,33.555547,-86.895063,13.9,53.02,16.6,29,339
84001073,2020-04-03,Jefferson,Alabama,33.555547,-86.895063,16.5,56.91,12.5,36,375
84001073,2020-04-04,Jefferson,Alabama,33.555547,-86.895063,18.7,59.12,13.8,28,403
84001073,2020-04-05,Jefferson,Alabama,33.555547,-86.895063,21.1,53.51,12.1,17,420
84001073,2020-04-06,Jefferson,Alabama,33.555547,-86.895063,21.4,58.69,14.0,21,441
84001073,2020-04-07,Jefferson,Alabama,33.555547,-86.895063,19.0,80.33,14.3,30,471
84001073,2020-04-08,Jefferson,Alabama,33.555547,-86.895063,21.8,87.67,15.1,28,499
84001073,2020-04-09,Jefferson,Alabama,33.555547,-86.895063,20.8,64.84,25.4,31,530
84001073,2020-04-10,Jefferson,Alabama,33.555547,-86.895063,13.1,40.29,30.4,35,565
84001073,2020-04-11,Jefferson,Alabama,33.555547,-86.895063,13.5,48.83,17.4,37,602
84001073,2020-04-12,Jefferson,Alabama,33.555547,-86.895063,18.0,72.9,37.7,3,605
84001073,2020-04-13,Jefferson,Alabama,33.555547,-86.895063,15.0,76.24,27.4,19,624
84001073,2020-04-14,Jefferson,Alabama,33.555547,-86.895063,11.7,64.14,24.0,4,628
84001073,2020-04-15,Jefferson,Alabama,33.555547,-86.895063,9.6,50.47,27.5,15,643
84001073,2020-04-16,Jefferson,Alabama,33.555547,-86.895063,12.1,54.24,15.9,6,649
84001073,2020-04-17,Jefferson,Alabama,33.555547,-86.895063,17.5,52.94,23.3,9,658
84001073,2020-04-18,Jefferson,Alabama,33.555547,-86.895063,15.5,71.06,23.0,30,688
84001073,2020-04-19,Jefferson,Alabama,33.555547,-86.895063,12.8,87.74,19.1,9,697
84001073,2020-04-20,Jefferson,Alabama,33.555547,-86.895063,17.1,70.23,20.8,13,710
84001073,2020-04-21,Jefferson,Alabama,33.555547,-86.895063,17.1,62.85,22.7,10,720
84001073,2020-04-22,Jefferson,Alabama,33.555547,-86.895063,14.3,65.82,13.7,50,770
84001073,2020-04-23,Jefferson,Alabama,33.555547,-86.895063,17.0,81.75,33.1,25,795
84001073,2020-04-24,Jefferson,Alabama,33.555547,-86.895063,18.1,71.51,15.4,21,816
84001073,2020-04-25,Jefferson,Alabama,33.555547,-86.895063,19.6,66.1,35.8,27,843
84001073,2020-04-26,Jefferson,Alabama,33.555547,-86.895063,15.4,54.87,34.2,10,853
84001073,2020-04-27,Jefferson,Alabama,33.555547,-86.895063,14.4,56.05,14.0,6,859
84001073,2020-04-28,Jefferson,Alabama,33.555547,-86.895063,19.3,49.43,22.0,22,881
84001073,2020-04-29,Jefferson,Alabama,33.555547,-86.895063,19.4,77.08,28.3,12,893
84001073,2020-04-30,Jefferson,Alabama,33.555547,-86.895063,15.7,58.75,27.8,18,911
84001073,2020-05-01,Jefferson,Alabama,33.555547,-86.895063,16.6,59.48,14.1,30,941
84001073,2020-05-02,Jefferson,Alabama,33.555547,-86.895063,20.4,58.7,17.3,20,961
84001073,2020-05-03,Jefferson,Alabama,33.555547,-86.895063,22.7,59.62,24.8,25,986
84001073,2020-05-04,Jefferson,Alabama,33.555547,-86.895063,23.7,67.29,17.1,14,1000
84001073,2020-05-05,Jefferson,Alabama,33.555547,-86.895063,22.3,76.48,24.3,30,1030
84001073,2020-05-06,Jefferson,Alabama,33.555547,-86.895063,16.6,60.17,33.9,25,1055
84001073,2020-05-07,Jefferson,Alabama,33.555547,-86.895063,13.6,58.29,18.8,17,1072
84001073,2020-05-08,Jefferson,Alabama,33.555547,-86.895063,14.3,75.79,22.2,28,1100
84001073,2020-05-09,Jefferson,Alabama,33.555547,-86.895063,12.1,54.81,27.4,15,1115
84001073,2020-05-10,Jefferson,Alabama,33.555547,-86.895063,14.6,54.09,18.6,11,1126
84001073,2020-05-11,Jefferson,Alabama,33.555547,-86.895063,15.1,49.01,20.9,10,1136
84001073,2020-05-12,Jefferson,Alabama,33.555547,-86.895063,17.3,49.09,14.9,30,1166
84001073,2020-05-13,Jefferson,Alabama,33.555547,-86.895063,21.3,50.94,14.1,48,1214
84001073,2020-05-14,Jefferson,Alabama,33.555547,-86.895063,24.0,53.98,22.8,31,1245
84001073,2020-05-15,Jefferson,Alabama,33.555547,-86.895063,24.4,55.57,22.1,47,1292
84001073,2020-05-16,Jefferson,Alabama,33.555547,-86.895063,24.6,57.3,17.5,54,1346
84001073,2020-05-17,Jefferson,Alabama,33.555547,-86.895063,23.2,71.76,18.6,19,1365
84001073,2020-05-18,Jefferson,Alabama,33.555547,-86.895063,22.8,78.54,20.2,18,1383
84001073,2020-05-19,Jefferson,Alabama,33.555547,-86.895063,19.0,72.32,15.8,28,1411
84001073,2020-05-20,Jefferson,Alabama,33.555547,-86.895063,19.3,71.1,12.3,38,1449
84001073,2020-05-21,Jefferson,Alabama,33.555547,-86.895063,20.6,70.12,13.8,40,1489
84001073,2020-05-22,Jefferson,Alabama,33.555547,-86.895063,23.8,75.21,23.7,68,1557
84001073,2020-05-23,Jefferson,Alabama,33.555547,-86.895063,23.3,79.25,29.5,39,1596
84001073,2020-05-24,Jefferson,Alabama,33.555547,-86.895063,25.0,68.23,15.2,35,1631
84001073,2020-05-25,Jefferson,Alabama,33.555547,-86.895063,26.2,61.49,20.1,17,1648
84001073,2020-05-26,Jefferson,Alabama,33.555547,-86.895063,21.9,84.52,19.1,27,1675
84001073,2020-05-27,Jefferson,Alabama,33.555547,-86.895063,20.9,88.01,15.0,20,1695
84001073,2020-05-28,Jefferson,Alabama,33.555547,-86.895063,22.9,74.82,18.6,43,1738
84001073,2020-05-29,Jefferson,Alabama,33.555547,-86.895063,23.8,72.66,14.4,45,1783
84001073,2020-05-30,Jefferson,Alabama,33.555547,-86.895063,23.6,69.05,21.1,48,1831
84001073,2020-05-31,Jefferson,Alabama,33.555547,-86.895063,22.7,60.37,21.0,31,1862
84001073,2020-06-01,Jefferson,Alabama,33.555547,-86.895063,24.1,55.14,16.4,29,1891
84001073,2020-06-02,Jefferson,Alabama,33.555547,-86.895063,26.4,62.17,16.6,19,1910
84001073,2020-06-03,Jefferson,Alabama,33.555547,-86.895063,25.2,76.49,21.4,17,1927
84001073,2020-06-04,Jefferson,Alabama,33.555547,-86.895063,25.6,73.15,18.4,26,1953
84001073,2020-06-05,Jefferson,Alabama,33.555547,-86.895063,25.6,74.9,22.1,55,2008
84001073,2020-06-06,Jefferson,Alabama,33.555547,-86.895063,25.9,75.3,12.4,56,2064
84001073,2020-06-07,Jefferson,Alabama,33.555547,-86.895063,26.4,71.97,19.5,35,2099
84001073,2020-06-08,Jefferson,Alabama,33.555547,-86.895063,26.1,80.08,23.6,55,2154
84001073,2020-06-09,Jefferson,Alabama,33.555547,-86.895063,25.8,82.98,27.5,57,2211
84001073,2020-06-10,Jefferson,Alabama,33.555547,-86.895063,27.8,72.03,32.4,62,2273
84001073,2020-06-11,Jefferson,Alabama,33.555547,-86.895063,23.0,63.4,21.0,90,2363
84001073,2020-06-12,Jefferson,Alabama,33.555547,-86.895063,23.4,59.21,24.4,72,2435
84001073,2020-06-13,Jefferson,Alabama,33.555547,-86.895063,25.0,55.32,15.6,74,2509
84001073,2020-06-14,Jefferson,Alabama,33.555547,-86.895063,25.9,53.46,14.9,78,2587
84001073,2020-06-15,Jefferson,Alabama,33.555547,-86.895063,23.9,57.99,20.7,28,2615
84001073,2020-06-16,Jefferson,Alabama,33.555547,-86.895063,22.2,61.31,15.6,79,2694
84001073,2020-06-17,Jefferson,Alabama,33.555547,-86.895063,22.1,65.73,12.7,67,2761
84001073,2020-06-18,Jefferson,Alabama,33.555547,-86.895063,23.5,65.95,11.0,71,2832
84001073,2020-06-19,Jefferson,Alabama,33.555547,-86.895063,25.7,62.77,10.9,64,2896
84001073,2020-06-20,Jefferson,Alabama,33.555547,-86.895063,27.2,60.02,12.6,73,2969
84001073,2020-06-21,Jefferson,Alabama,33.555547,-86.895063,25.1,76.16,28.6,79,3048
84001073,2020-06-22,Jefferson,Alabama,33.555547,-86.895063,24.5,79.23,19.9,79,3127
84001073,2020-06-23,Jefferson,Alabama,33.555547,-86.895063,24.1,83.95,23.4,114,3241
84001073,2020-06-24,Jefferson,Alabama,33.555547,-86.895063,22.5,88.15,16.3,122,3363
84001073,2020-06-25,Jefferson,Alabama,33.555547,-86.895063,23.9,86.91,44.3,169,3532
84001073,2020-06-26,Jefferson,Alabama,33.555547,-86.895063,22.9,76.17,23.3,183,3715
84001073,2020-06-27,Jefferson,Alabama,33.555547,-86.895063,25.8,73.87,22.9,11,3726
84001073,2020-06-28,Jefferson,Alabama,33.555547,-86.895063,27.9,72.77,21.9,288,4014
84001073,2020-06-29,Jefferson,Alabama,33.555547,-86.895063,27.9,72.44,17.2,204,4218
84001073,2020-06-30,Jefferson,Alabama,33.555547,-86.895063,27.2,72.9,16.0,172,4390
84001073,2020-07-01,Jefferson,Alabama,33.555547,-86.895063,24.2,83.04,17.4,144,4534
84001073,2020-07-02,Jefferson,Alabama,33.555547,-86.895063,26.3,75.4,15.0,278,4812
84001073,2020-07-03,Jefferson,Alabama,33.555547,-86.895063,28.4,71.19,19.2,137,4949
84001073,2020-07-04,Jefferson,Alabama,33.555547,-86.895063,27.4,74.43,19.9,245,5194
84001073,2020-07-05,Jefferson,Alabama,33.555547,-86.895063,27.8,70.87,28.6,143,5337
84001073,2020-07-06,Jefferson,Alabama,33.555547,-86.895063,25.9,78.56,16.1,98,5435
84001073,2020-07-07,Jefferson,Alabama,33.555547,-86.895063,25.7,83.22,11.7,200,5635
84001073,2020-07-08,Jefferson,Alabama,33.555547,-86.895063,25.8,81.92,22.8,280,5915
84001073,2020-07-09,Jefferson,Alabama,33.555547,-86.895063,26.7,78.67,10.2,226,6141
84001073,2020-07-10,Jefferson,Alabama,33.555547,-86.895063,28.4,73.49,21.7,274,6415
84001073,2020-07-11,Jefferson,Alabama,33.555547,-86.895063,27.7,65.63,23.7,265,6680
84001073,2020-07-12,Jefferson,Alabama,33.555547,-86.895063,24.3,80.6,17.3,303,6983
84001073,2020-07-13,Jefferson,Alabama,33.555547,-86.895063,26.0,76.46,12.3,135,7118
84001073,2020-07-14,Jefferson,Alabama,33.555547,-86.895063,27.6,66.96,10.4,337,7455
84001073,2020-07-15,Jefferson,Alabama,33.555547,-86.895063,28.0,68.56,19.8,315,7770
84001073,2020-07-16,Jefferson,Alabama,33.555547,-86.895063,27.1,71.96,11.1,319,8089
84001073,2020-07-17,Jefferson,Alabama,33.555547,-86.895063,29.0,66.76,11.6,251,8340
84001073,2020-07-18,Jefferson,Alabama,33.555547,-86.895063,29.5,66.19,8.5,302,8642
84001073,2020-07-19,Jefferson,Alabama,33.555547,-86.895063,29.0,69.46,20.6,199,8841
84001073,2020-07-20,Jefferson,Alabama,33.555547,-86.895063,28.0,73.78,20.8,207,9048
84001073,2020-07-21,Jefferson,Alabama,33.555547,-86.895063,26.0,83.37,29.9,178,9226
84001073,2020-07-22,Jefferson,Alabama,33.555547,-86.895063,27.5,74.81,18.9,273,9499
84001073,2020-07-23,Jefferson,Alabama,33.555547,-86.895063,28.2,66.98,17.0,254,9753
84001073,2020-07-24,Jefferson,Alabama,33.555547,-86.895063,26.2,76.17,23.7,338,10091
84001073,2020-07-25,Jefferson,Alabama,33.555547,-86.895063,26.4,75.2,18.0,166,10257
84001073,2020-07-26,Jefferson,Alabama,33.555547,-86.895063,26.0,74.48,17.9,169,10426
84001073,2020-07-27,Jefferson,Alabama,33.555547,-86.895063,27.2,73.01,13.9,141,10567
84001073,2020-07-28,Jefferson,Alabama,33.555547,-86.895063,27.4,75.75,21.7,146,10713
84001073,2020-07-29,Jefferson,Alabama,33.555547,-86.895063,25.6,86.1,16.3,255,10968
84001073,2020-07-30,Jefferson,Alabama,33.555547,-86.895063,27.3,76.68,23.9,278,11246
84001073,2020-07-31,Jefferson,Alabama,33.555547,-86.895063,26.8,79.91,28.1,294,11540
84001073,2020-08-01,Jefferson,Alabama,33.555547,-86.895063,26.8,73.1,27.4,179,11719
84001073,2020-08-02,Jefferson,Alabama,33.555547,-86.895063,25.9,73.62,11.2,198,11917
84001073,2020-08-03,Jefferson,Alabama,33.555547,-86.895063,26.7,66.18,14.5,176,12093
84001073,2020-08-04,Jefferson,Alabama,33.555547,-86.895063,26.2,69.09,17.0,148,12241
84001073,2020-08-05,Jefferson,Alabama,33.555547,-86.895063,27.1,70.27,15.8,271,12512
84001073,2020-08-06,Jefferson,Alabama,33.555547,-86.895063,26.5,75.69,21.7,277,12789
84001073,2020-08-07,Jefferson,Alabama,33.555547,-86.895063,26.5,76.5,16.7,225,13014
84001073,2020-08-08,Jefferson,Alabama,33.555547,-86.895063,27.4,71.04,12.7,128,13142
84001073,2020-08-09,Jefferson,Alabama,33.555547,-86.895063,28.7,66.69,12.1,126,13268
84001073,2020-08-10,Jefferson,Alabama,33.555547,-86.895063,29.0,66.52,23.7,124,13392
84001073,2020-08-11,Jefferson,Alabama,33.555547,-86.895063,28.7,67.29,12.7,147,13539
84001073,2020-08-12,Jefferson,Alabama,33.555547,-86.895063,27.6,71.59,18.4,109,13648
84001073,2020-08-13,Jefferson,Alabama,33.555547,-86.895063,27.3,75.65,16.3,91,13739
84001073,2020-08-14,Jefferson,Alabama,33.555547,-86.895063,25.6,81.89,15.3,209,13948
84001073,2020-08-15,Jefferson,Alabama,33.555547,-86.895063,27.1,74.2,20.0,138,14086
84001073,2020-08-16,Jefferson,Alabama,33.555547,-86.895063,27.2,69.26,16.5,70,14156
84001073,2020-08-17,Jefferson,Alabama,33.555547,-86.895063,27.2,68.01,17.3,143,14299
84001073,2020-08-18,Jefferson,Alabama,33.555547,-86.895063,26.7,58.14,10.2,163,14462
84001073,2020-08-19,Jefferson,Alabama,33.555547,-86.895063,26.1,65.61,38.6,160,14622
84001073,2020-08-20,Jefferson,Alabama,33.555547,-86.895063,24.4,74.85,12.8,102,14724
84001073,2020-08-21,Jefferson,Alabama,33.555547,-86.895063,23.4,80.37,10.5,80,14804
84001073,2020-08-22,Jefferson,Alabama,33.555547,-86.895063,23.9,78.97,13.1,44,14848
84001073,2020-08-23,Jefferson,Alabama,33.555547,-86.895063,25.6,77.29,14.1,63,14911
84001073,2020-08-24,Jefferson,Alabama,33.555547,-86.895063,26.4,76.61,16.8,55,14966
84001073,2020-08-25,Jefferson,Alabama,33.555547,-86.895063,24.9,87.19,15.8,394,15360
84001073,2020-08-26,Jefferson,Alabama,33.555547,-86.895063,27.6,79.61,11.9,147,15507
84001073,2020-08-27,Jefferson,Alabama,33.555547,-86.895063,27.1,80.17,19.3,142,15649
84001073,2020-08-28,Jefferson,Alabama,33.555547,-86.895063,25.2,86.48,21.9,301,15950
84001073,2020-08-29,Jefferson,Alabama,33.555547,-86.895063,25.6,86.65,25.2,149,16099
84001073,2020-08-30,Jefferson,Alabama,33.555547,-86.895063,26.0,84.87,19.7,136,16235
84001073,2020-08-31,Jefferson,Alabama,33.555547,-86.895063,25.9,84.41,12.7,238,16473
84001073,2020-09-01,Jefferson,Alabama,33.555547,-86.895063,27.3,78.54,20.8,125,16598
84001073,2020-09-02,Jefferson,Alabama,33.555547,-86.895063,27.8,74.01,16.2,108,16706
84001073,2020-09-03,Jefferson,Alabama,33.555547,-86.895063,28.4,69.87,17.3,130,16836
84001073,2020-09-04,Jefferson,Alabama,33.555547,-86.895063,27.8,72.6,15.8,121,16957
84001073,2020-09-05,Jefferson,Alabama,33.555547,-86.895063,24.9,62.77,15.5,110,17067
84001073,2020-09-06,Jefferson,Alabama,33.555547,-86.895063,24.0,65.88,12.3,113,17180
84001073,2020-09-07,Jefferson,Alabama,33.555547,-86.895063,24.2,64.23,12.0,90,17270
84001073,2020-09-08,Jefferson,Alabama,33.555547,-86.895063,25.6,66.04,14.4,106,17376
84001073,2020-09-09,Jefferson,Alabama,33.555547,-86.895063,25.6,65.61,14.8,137,17513
84001073,2020-09-10,Jefferson,Alabama,33.555547,-86.895063,26.1,74.38,13.9,184,17697
84001073,2020-09-11,Jefferson,Alabama,33.555547,-86.895063,27.5,73.46,12.4,143,17840
84001073,2020-09-12,Jefferson,Alabama,33.555547,-86.895063,27.1,75.71,14.2,120,17960
84001073,2020-09-13,Jefferson,Alabama,33.555547,-86.895063,27.2,69.21,15.1,80,18040
84001073,2020-09-14,Jefferson,Alabama,33.555547,-86.895063,27.4,69.49,17.7,133,18173
84001073,2020-09-15,Jefferson,Alabama,33.555547,-86.895063,25.1,75.34,21.9,166,18339
84001073,2020-09-16,Jefferson,Alabama,33.555547,-86.895063,21.1,78.5,27.5,125,18464
84001073,2020-09-17,Jefferson,Alabama,33.555547,-86.895063,25.2,69.97,24.7,110,18574
84001073,2020-09-18,Jefferson,Alabama,33.555547,-86.895063,23.0,68.69,22.5,157,18731
84001073,2020-09-19,Jefferson,Alabama,33.555547,-86.895063,20.8,67.91,17.3,98,18829
84001073,2020-09-20,Jefferson,Alabama,33.555547,-86.895063,20.3,53.55,21.8,97,18926
84001073,2020-09-21,Jefferson,Alabama,33.555547,-86.895063,19.0,55.19,21.1,110,19036
84001073,2020-09-22,Jefferson,Alabama,33.555547,-86.895063,18.0,60.73,14.5,94,19130
84001073,2020-09-23,Jefferson,Alabama,33.555547,-86.895063,21.1,61.81,18.7,135,19265
84001073,2020-09-24,Jefferson,Alabama,33.555547,-86.895063,19.4,89.7,21.0,140,19405
84001073,2020-09-25,Jefferson,Alabama,33.555547,-86.895063,21.1,87.22,12.2,106,19511
84001073,2020-09-26,Jefferson,Alabama,33.555547,-86.895063,23.2,75.2,10.1,69,19580
84001073,2020-09-27,Jefferson,Alabama,33.555547,-86.895063,24.1,72.73,16.7,70,19650
84001073,2020-09-28,Jefferson,Alabama,33.555547,-86.895063,22.9,80.01,26.4,130,19780
84001073,2020-09-29,Jefferson,Alabama,33.555547,-86.895063,16.7,72.43,22.3,302,20082
84001073,2020-09-30,Jefferson,Alabama,33.555547,-86.895063,17.0,65.45,16.6,106,20188
84001073,2020-10-01,Jefferson,Alabama,33.555547,-86.895063,17.9,63.3,22.3,126,20314
84001073,2020-10-02,Jefferson,Alabama,33.555547,-86.895063,14.5,59.93,20.1,139,20453
84001073,2020-10-03,Jefferson,Alabama,33.555547,-86.895063,14.7,63.0,9.9,78,20531
84001073,2020-10-04,Jefferson,Alabama,33.555547,-86.895063,17.0,64.96,14.0,68,20599
84001073,2020-10-05,Jefferson,Alabama,33.555547,-86.895063,18.2,69.2,10.4,113,20712
84001073,2020-10-06,Jefferson,Alabama,33.555547,-86.895063,19.7,66.6,11.1,105,20817
84001073,2020-10-07,Jefferson,Alabama,33.555547,-86.895063,21.2,70.36,10.3,38,20855
84001073,2020-10-08,Jefferson,Alabama,33.555547,-86.895063,21.4,68.44,12.1,177,21032
84001073,2020-10-09,Jefferson,Alabama,33.555547,-86.895063,21.3,80.52,22.9,205,21237
84001073,2020-10-10,Jefferson,Alabama,33.555547,-86.895063,22.0,89.83,22.2,85,21322
84001073,2020-10-11,Jefferson,Alabama,33.555547,-86.895063,21.6,91.07,17.1,83,21405
84001073,2020-10-12,Jefferson,Alabama,33.555547,-86.895063,23.9,81.09,12.4,133,21538
84001073,2020-10-13,Jefferson,Alabama,33.555547,-86.895063,20.2,64.97,20.6,109,21647
84001073,2020-10-14,Jefferson,Alabama,33.555547,-86.895063,19.2,62.74,14.2,149,21796
84001073,2020-10-15,Jefferson,Alabama,33.555547,-86.895063,20.3,71.53,15.5,148,21944
84001073,2020-10-16,Jefferson,Alabama,33.555547,-86.895063,15.3,60.67,25.2,152,22096
84001073,2020-10-17,Jefferson,Alabama,33.555547,-86.895063,13.2,55.04,16.2,107,22203
84001073,2020-10-18,Jefferson,Alabama,33.555547,-86.895063,18.3,64.97,14.4,105,22308
84001073,2020-10-19,Jefferson,Alabama,33.555547,-86.895063,21.0,69.88,14.0,168,22476
84001073,2020-10-20,Jefferson,Alabama,33.555547,-86.895063,21.8,67.85,12.8,160,22636
84001073,2020-10-21,Jefferson,Alabama,33.555547,-86.895063,21.9,76.18,13.8,140,22776
84001073,2020-10-22,Jefferson,Alabama,33.555547,-86.895063,23.2,74.4,17.2,132,22908
84001073,2020-10-23,Jefferson,Alabama,33.555547,-86.895063,23.6,73.88,16.9,91,22999
84001073,2020-10-24,Jefferson,Alabama,33.555547,-86.895063,19.8,91.01,15.4,195,23194
84001073,2020-10-25,Jefferson,Alabama,33.555547,-86.895063,18.5,86.18,8.7,136,23330
84001073,2020-10-26,Jefferson,Alabama,33.555547,-86.895063,20.9,79.57,9.9,129,23459
84001073,2020-10-27,Jefferson,Alabama,33.555547,-86.895063,21.2,86.28,13.2,199,23658
84001073,2020-10-28,Jefferson,Alabama,33.555547,-86.895063,23.4,90.1,22.4,180,23838
84001073,2020-10-29,Jefferson,Alabama,33.555547,-86.895063,18.9,73.76,43.9,156,23994
84001073,2020-10-30,Jefferson,Alabama,33.555547,-86.895063,11.5,68.62,24.3,205,24199
84001073,2020-10-31,Jefferson,Alabama,33.555547,-86.895063,14.2,64.3,15.9,181,24380
84001073,2020-11-01,Jefferson,Alabama,33.555547,-86.895063,16.0,56.37,27.5,95,24475
84001073,2020-11-02,Jefferson,Alabama,33.555547,-86.895063,8.2,45.96,21.0,178,24653
84001073,2020-11-03,Jefferson,Alabama,33.555547,-86.895063,10.0,58.5,9.8,213,24866
84001073,2020-11-04,Jefferson,Alabama,33.555547,-86.895063,12.6,61.86,8.6,202,25068
84001073,2020-11-05,Jefferson,Alabama,33.555547,-86.895063,15.0,66.06,10.7,238,25306
84001073,2020-11-06,Jefferson,Alabama,33.555547,-86.895063,18.5,62.82,14.2,235,25541
84001073,2020-11-07,Jefferson,Alabama,33.555547,-86.895063,18.5,79.74,13.7,244,25785
84001073,2020-11-08,Jefferson,Alabama,33.555547,-86.895063,21.2,75.25,20.5,172,25957
84001073,2020-11-09,Jefferson,Alabama,33.555547,-86.895063,22.0,72.69,18.5,274,26231
84001073,2020-11-10,Jefferson,Alabama,33.555547,-86.895063,21.8,84.08,15.8,1,26232
84001073,2020-11-11,Jefferson,Alabama,33.555547,-86.895063,22.0,90.03,15.8,282,26514
84001073,2020-11-12,Jefferson,Alabama,33.555547,-86.895063,14.8,91.23,14.1,299,26813
84001073,2020-11-13,Jefferson,Alabama,33.555547,-86.895063,14.6,74.74,17.1,451,27264
84001073,2020-11-14,Jefferson,Alabama,33.555547,-86.895063,16.7,52.84,15.6,315,27579
84001073,2020-11-15,Jefferson,Alabama,33.555547,-86.895063,16.3,59.76,24.6,305,27884
84001073,2020-11-16,Jefferson,Alabama,33.555547,-86.895063,9.8,54.82,20.4,256,28140
84001073,2020-11-17,Jefferson,Alabama,33.555547,-86.895063,10.2,48.92,27.2,280,28420
84001073,2020-11-18,Jefferson,Alabama,33.555547,-86.895063,10.8,37.4,15.3,361,28781
84001073,2020-11-19,Jefferson,Alabama,33.555547,-86.895063,12.3,36.27,17.3,405,29186
84001073,2020-11-20,Jefferson,Alabama,33.555547,-86.895063,14.4,64.91,10.1,440,29626
84001073,2020-11-21,Jefferson,Alabama,33.555547,-86.895063,14.7,73.44,8.1,401,30027
84001073,2020-11-22,Jefferson,Alabama,33.555547,-86.895063,15.9,72.05,19.5,291,30318
84001073,2020-11-23,Jefferson,Alabama,33.555547,-86.895063,9.5,64.04,20.6,302,30620
84001073,2020-11-24,Jefferson,Alabama,33.555547,-86.895063,12.1,59.26,19.2,423,31043
84001073,2020-11-25,Jefferson,Alabama,33.555547,-86.895063,16.2,83.07,26.0,348,31391
84001073,2020-11-26,Jefferson,Alabama,33.555547,-86.895063,14.9,74.58,15.2,418,31809
84001073,2020-11-27,Jefferson,Alabama,33.555547,-86.895063,13.6,75.86,9.6,135,31944
84001073,2020-11-28,Jefferson,Alabama,33.555547,-86.895063,13.1,80.75,14.7,370,32314
84001073,2020-11-29,Jefferson,Alabama,33.555547,-86.895063,11.9,86.48,30.9,404,32718
84001073,2020-11-30,Jefferson,Alabama,33.555547,-86.895063,4.2,76.46,25.8,346,33064
84001073,2020-12-01,Jefferson,Alabama,33.555547,-86.895063,0.9,62.41,15.1,462,33526
84001073,2020-12-02,Jefferson,Alabama,33.555547,-86.895063,3.6,57.37,15.5,688,34214
84001073,2020-12-03,Jefferson,Alabama,33.555547,-86.895063,9.1,46.64,17.6,502,34716
84001073,2020-12-04,Jefferson,Alabama,33.555547,-86.895063,9.3,83.68,27.0,594,35310
84001073,2020-12-05,Jefferson,Alabama,33.555547,-86.895063,6.6,75.5,12.4,692,36002
